104,2,10,y,n,n,n,n,17,8.000000
104,2,40,y,y,y,n,n,17,1.000000
104,3,27,n,n,n,y,1,17,1.000000
104,4,33,y,y,n,y,0,17,12.000000
104,2,28,y,y,n,n,n,17,6.000000
104,4,28,y,y,y,y,3,17,2.000000
104,2,5,y,n,y,n,n,17,1.000000
104,3,24,n,n,n,y,3,17,4.000000
104,4,41,y,n,y,n,2,17,1.000000
104,4,41,y,y,n,n,0,17,9.000000
104,4,50,y,n,n,y,0,17,15.000000
104,4,49,y,n,n,y,1,17,15.000000
104,4,37,y,y,n,n,0,17,22.000000
104,2,28,y,n,n,n,n,17,10.000000
104,4,34,y,n,n,y,1,17,23.000000
104,4,49,y,y,n,n,2,17,12.000000
104,4,23,y,y,y,n,3,17,16.000000
104,2,35,y,y,y,n,n,17,1.000000
104,4,27,y,n,y,n,2,17,1.000000
104,3,45,n,n,n,n,0,17,2.000000
104,4,41,y,n,y,n,0,17,0.000000
104,4,48,y,y,n,n,2,17,16.000000
104,4,33,y,n,n,y,2,17,25.000000
104,4,30,y,n,n,n,2,17,11.000000
104,3,20,n,n,n,n,3,17,4.000000
104,4,42,y,n,n,y,2,17,19.000000
104,4,8,y,y,n,n,3,17,9.000000
104,4,38,y,n,n,y,1,17,17.000000
104,4,1,y,n,n,n,3,17,6.000000
104,2,31,y,y,y,n,n,17,1.000000
104,2,13,y,y,n,y,n,17,10.000000
104,4,35,y,n,n,n,2,17,11.000000
104,4,45,y,y,y,y,2,17,2.000000
104,4,26,y,y,n,y,1,17,3.000000
104,4,22,y,y,n,y,0,17,1.000000
104,2,27,y,n,y,n,n,17,0.000000
104,4,38,y,n,n,n,1,17,12.000000
104,4,3,y,n,y,n,2,17,1.000000
104,4,24,y,n,n,n,0,17,11.000000
104,4,18,y,y,y,n,2,17,2.000000
104,4,7,y,y,n,y,3,17,10.000000
104,4,46,y,n,n,n,0,17,1.000000
104,4,43,y,n,n,n,0,17,11.000000
104,4,41,y,y,n,n,3,17,9.000000
104,4,43,y,y,y,y,1,17,1.000000
104,3,28,n,n,n,y,1,17,5.000000
104,3,18,n,n,n,n,0,17,3.000000
104,2,3,y,y,n,y,n,17,4.000000
104,4,38,y,n,n,n,2,17,11.000000
104,3,36,n,n,n,y,1,17,1.000000
104,0,42,y,y,n,n,n,17,4.000000
104,2,11,y,y,y,n,n,17,2.000000
104,4,23,y,n,n,y,2,17,12.000000
104,3,15,n,n,n,y,1,17,1.000000
104,4,11,y,n,y,n,2,17,1.000000
104,4,4,y,y,y,y,2,17,1.000000
104,4,39,y,n,n,y,0,17,22.000000
104,4,48,y,y,y,n,1,17,11.000000
104,4,32,y,n,n,n,2,17,12.000000
104,3,31,n,n,n,n,1,17,5.000000
104,4,22,y,y,y,y,0,17,1.000000
104,2,44,y,n,y,n,n,17,1.000000
104,4,38,y,y,n,n,3,17,10.000000
104,3,8,n,n,n,y,2,17,1.000000
104,4,9,y,y,n,n,3,17,10.000000
104,4,12,y,y,y,n,1,17,25.000000
104,4,25,y,n,y,n,3,17,5.000000
104,4,16,y,y,y,n,3,17,8.000000
104,4,11,y,n,n,y,3,17,12.000000
104,4,42,y,y,y,y,3,17,3.000000
104,4,3,y,y,y,n,3,17,14.000000
104,3,25,n,n,n,y,1,17,1.000000
104,4,36,y,y,n,n,1,17,1.000000
104,4,43,y,n,n,n,2,17,12.000000
104,3,43,n,n,n,y,2,17,1.000000
104,4,43,y,n,n,y,0,17,22.000000
104,4,1,y,y,n,y,1,17,10.000000
104,4,35,y,y,y,n,1,17,2.000000
104,2,33,y,n,y,n,n,17,1.000000
104,4,44,y,y,n,y,1,17,2.000000
104,3,23,n,n,n,n,1,17,4.000000
104,4,35,y,n,n,n,3,17,7.000000
104,4,2,y,y,y,n,1,17,30.000000
104,4,9,y,n,n,n,1,17,11.000000
104,0,33,y,n,n,n,n,17,2.000000
104,4,12,y,n,n,n,1,17,11.000000
104,4,32,y,y,n,n,1,17,9.000000
104,4,20,y,n,n,y,2,17,26.000000
104,0,13,y,n,n,n,n,17,2.000000
104,4,14,y,n,n,y,2,17,27.000000
104,4,2,y,n,n,y,3,17,12.000000
104,4,16,y,n,y,n,0,17,1.000000
104,2,10,y,y,y,n,n,17,2.000000
104,3,9,n,n,n,n,1,17,5.000000
104,4,35,y,n,n,y,1,17,25.000000
104,4,31,y,y,n,n,0,17,4.000000
104,4,20,y,y,n,y,2,17,5.000000
104,4,41,y,n,n,n,3,17,7.000000
104,4,47,y,y,n,n,3,17,9.000000
104,4,20,y,n,n,y,3,17,12.000000
104,3,36,n,n,n,n,3,17,2.000000
104,2,49,y,n,n,n,n,17,6.000000
104,4,39,y,n,n,n,1,17,1.000000
104,4,31,y,y,y,y,2,17,2.000000
104,4,46,y,y,n,n,0,17,19.000000
104,2,16,y,n,y,n,n,17,1.000000
104,4,46,y,n,n,y,2,17,26.000000
104,3,16,n,n,n,y,2,17,5.000000
104,4,11,y,y,y,y,0,17,1.000000
104,4,11,y,y,y,n,2,17,2.000000
104,4,6,y,n,y,n,3,17,3.000000
104,4,31,y,n,y,n,3,17,7.000000
104,4,33,y,y,y,n,2,17,9.000000
104,4,42,y,y,y,n,3,17,8.000000
104,4,4,y,y,y,n,2,17,4.000000
104,4,16,y,y,y,y,1,17,2.000000
104,2,36,y,y,n,y,n,17,5.000000
104,2,40,y,n,y,n,n,17,1.000000
104,0,10,y,n,n,n,n,17,1.000000
104,4,6,y,n,n,y,1,17,11.000000
104,4,1,y,y,y,n,2,17,2.000000
104,2,37,y,n,n,n,n,17,10.000000
104,4,43,y,y,n,y,2,17,2.000000
104,4,43,y,y,y,n,2,17,12.000000
104,3,22,n,n,n,y,0,17,1.000000
104,4,7,y,y,y,n,1,17,37.000000
104,3,11,n,n,n,y,2,17,1.000000
104,0,20,y,y,n,n,n,17,3.000000
104,4,46,y,n,y,n,2,17,0.000000
104,4,47,y,n,n,n,0,17,7.000000
104,3,16,n,n,n,n,0,17,3.000000
104,2,14,y,y,n,y,n,17,7.000000
104,3,40,n,n,n,n,1,17,1.000000
104,4,41,y,n,n,y,2,17,21.000000
104,4,28,y,n,n,y,2,17,23.000000
104,4,32,y,y,n,y,1,17,12.000000
104,4,28,y,y,y,y,2,17,1.000000
104,4,13,y,n,n,n,2,17,12.000000
104,2,4,y,n,y,n,n,17,10.000000
104,4,21,y,y,y,n,1,17,2.000000
104,4,40,y,n,n,y,3,17,12.000000
104,4,29,y,y,n,y,0,17,1.000000
104,3,9,n,n,n,y,0,17,0.000000
104,4,8,y,n,y,n,1,17,1.000000
104,4,17,y,n,n,y,3,17,13.000000
104,4,3,y,n,y,n,0,17,1.000000
104,4,18,y,n,y,n,2,17,11.000000
104,4,45,y,y,y,y,1,17,1.000000
104,4,37,y,n,n,y,2,17,24.000000
104,4,42,y,n,y,n,3,17,7.000000
104,3,22,n,n,n,y,3,17,4.000000
104,3,25,n,n,n,y,2,17,0.000000
104,4,47,y,n,y,n,3,17,6.000000
104,4,14,y,n,n,y,3,17,12.000000
104,4,29,y,n,y,n,2,17,11.000000
104,4,42,y,y,n,n,2,17,17.000000
104,0,12,y,n,n,n,n,17,2.000000
104,4,23,y,y,n,y,1,17,12.000000
104,2,30,y,y,y,y,n,17,2.000000
104,2,12,y,n,n,n,n,17,10.000000
104,3,43,n,n,n,y,1,17,1.000000
104,4,35,y,y,n,n,3,17,9.000000
104,4,28,y,y,y,y,1,17,1.000000
104,4,42,y,y,y,n,2,17,1.000000
104,4,17,y,y,y,y,0,17,1.000000
104,4,49,y,y,y,n,3,17,7.000000
104,3,42,n,n,n,n,0,17,3.000000
104,3,17,n,n,n,n,2,17,4.000000
104,4,46,y,n,n,y,1,17,25.000000
104,2,2,y,y,y,y,n,17,2.000000
104,4,43,y,n,n,y,2,17,23.000000
104,4,44,y,y,n,y,3,17,2.000000
104,2,30,y,n,y,n,n,17,1.000000
104,4,31,y,y,n,y,1,17,2.000000
104,4,34,y,y,y,y,3,17,2.000000
104,3,49,n,n,n,y,3,17,3.000000
104,4,13,y,y,n,n,1,17,16.000000
104,4,50,y,y,n,n,3,17,8.000000
104,4,19,y,y,n,n,3,17,15.000000
104,2,38,y,y,y,n,n,17,6.000000
104,4,10,y,y,n,y,0,17,1.000000
104,4,24,y,n,y,n,0,17,1.000000
104,3,17,n,n,n,y,2,17,1.000000
104,4,50,y,y,y,n,3,17,9.000000
104,4,43,y,n,n,n,1,17,13.000000
104,4,24,y,y,y,n,0,17,1.000000
104,4,20,y,n,y,n,2,17,1.000000
104,4,6,y,y,n,y,3,17,13.000000
104,4,47,y,y,n,n,2,17,15.000000
104,4,28,y,n,n,y,0,17,22.000000
104,4,13,y,n,n,n,0,17,10.000000
104,4,33,y,n,n,n,1,17,11.000000
104,2,42,y,y,y,n,n,17,1.000000
